Keyword,Significance,Support,Frequency
"конечная точка",1.959701,2,2
"конечность",0.340755,6,6
"конкуренция",1.214012,13,16
"конкурс",13.558778,125,195
"консалтинг",0.08881,2,2
"консервант",0.047647,2,2
"консилер",0.026597,2,2
"консистенция",0.260709,6,6
"консоль",0.232185,3,6
"конспект",0.072748,2,3
"конституция",0.602399,4,13
"конструктор",0.416529,6,6
"конструкция",0.478201,5,6
"консультант",1.398679,17,17
"консультация",12.368472,119,167
"консультацияпсихолог",0.054573,26,26
"консультирование",0.077618,2,2
"контакт",9.0078,83,128
"контейнер",1.695029,17,31
"контекст",1.25268,14,14
"контент",6.593578,64,94
"континент",1.111916,12,14
"контора",0.792365,9,12
"контра",0.016802,2,2
"контрабанда",0.148734,2,3
"контрабандист",0.032864,2,2
"контрагент",0.198267,2,6
"контраст",0.264839,4,6
"контроль",19.257442,181,265
"контроль качества",3.228421,3,3
"контрольная сумма",1.490415,2,2
"контур",0.446016,5,6
"конфе",0.017667,4,5
"конференц",0.016802,2,2
"конференция",4.260811,40,59
"конфета",0.785275,9,10
"конфетка",0.170724,2,2
"конфигурация",0.246265,3,4
"конфликт",9.607862,93,130
"конфронтация",0.108719,2,2
"конфу",0.017667,4,5
"конфы",0.013429,2,2
"концентрация",1.704723,18,23
"концепт",0.138084,5,5
"концепция",1.80208,19,22
"концерт",5.644385,52,78
"концовка",0.519064,10,12
"кончик",0.603705,8,13
"коньтент",0.012424,1,2
"коньяк",0.336088,6,6
"конёк",0.408489,5,7
"кооператив",0.333675,5,5
"кооперация",0.158079,3,3
"координатор",0.559727,7,7
"координатор проекта",6.988684,10,10
"координация",0.348468,5,5
"коп",0.020121,2,2
"копилка",0.099512,2,2
"копинг",0.013429,2,2
"копирайтер",0.035902,2,3
"копирование",0.295412,6,6
"копия",1.379508,14,17
"копчик",0.04888,3,3
"копыто",0.085131,2,2
"кора",0.4149,5,10
"кораблекрушение",0.049513,4,4
"корабль",3.018933,26,46
"коралл",0.02397,1,2
"корень",4.463705,33,84
"кореш",0.02521,4,5
"корж",0.07468,2,10
"корзина",0.717209,9,10
"корзинка",0.073704,2,2
"кориандр",0.087022,7,7
"коридор",1.461383,15,18
"корица",0.643287,10,19
"корм",0.664142,7,11
"кормилец",0.055937,2,2
"кормление",0.213791,5,5
"кормушка",0.164595,4,4
"кормчий",0.022573,1,2
"корнеплод",0.041882,2,2
"коробка",4.264233,41,56
"коробок",0.626018,8,10
"коробочка",1.509156,17,19
"корова",1.077565,11,16
"коровка",0.070255,2,6
"корона",0.723852,11,12
"коронавирус",0.017667,4,5
"корочка",0.54021,9,10
"корпоратив",0.173294,6,6
"корпорация",1.334621,15,18
"корпус",0.407179,4,5
"корректировка",0.571645,6,8
"корректность",0.041882,2,2
"коррекция",0.488785,7,8
"коррупция",0.187624,2,2
"корсаж",0.013429,2,2
"корт",0.106945,2,2
"корточки",0.063815,2,2
"коса",0.230504,4,4
"косметика",1.493314,16,25
"косметолог",0.079577,4,4
"косметология",0.04888,3,3
"космический корабль",2.878205,7,9
"космический полет",1.729821,3,3
"космодром",0.088021,2,3
"космонавт",1.12311,13,19
"космонавтика",0.37666,7,11
"космос",3.478419,35,47
"костра",0.150879,5,5
"костыль",0.099512,2,2
"кость",1.844022,18,25
"костёр",0.820789,10,11
"косуха",0.033784,5,5
"косяк",0.461277,9,10
"кот",3.126482,27,49
"котик",0.660855,15,17
"котлета",0.288453,5,9
"котлетка",0.033472,2,4
"котловина",0.020121,2,2
"кото",0.012182,1,2
"которыи",0.012424,1,2
"коттедж",0.268236,3,4
"коты",0.079568,2,2
"котёл",0.209111,2,4
"котёнок",0.590245,9,14
"коуч",0.02111,6,7
"кофе",3.02917,27,46
"кофеин",0.052984,4,4
"кофей",0.012424,1,2
"кофейня",0.309282,11,18
"кофемолка",0.017157,1,2
"кочевник",0.049411,2,3
"кошатник",0.012424,1,2
"кошачьи",0.052607,2,3
"кошелёк",2.53188,28,31
"кошка",4.047665,35,61
"кошмар",0.961164,13,15
"коэффициент",0.309795,3,4
"краб",0.197827,5,5
"кража",1.81414,19,24
"краи",0.030572,12,12
"крайность",0.253748,4,5
"краля",0.043107,20,21
"кран",0.295025,4,4
"крапива",0.11124,7,7
"крапивница",0.016802,2,2
"краса",0.384887,7,7
"красавица",2.122807,24,27
"красавчик",0.069937,4,4
"красиваяпланет",0.015143,3,3
"красиваяроссия",0.015143,3,3
"краситель",0.132274,3,3
"краска",2.828167,31,33
"красный",0.16717,3,3
"красный свет",2.015612,2,2
"красота",9.606076,99,128
"красотка",0.635182,14,14
"кратная сумма",1.035225,1,2
"краудфандинг",0.013429,2,2
"крафт",0.035051,3,4
"крахмал",0.34338,7,20
"краш",0.01194,1,2
"креатив",0.283582,8,8
"креативность",0.245735,7,10
"креативщик",0.022573,1,2
"креветка",0.459147,8,15
"кредит",8.895735,65,158
"кредитка",0.062183,3,3
"кредитная история",6.724017,9,14
"кредитование",0.27055,3,3
"кредитозависимость",0.012424,1,2
"кредитоман",0.012424,1,2
"кредитомание",0.012747,1,3
"кредитор",3.158009,24,58
"крем",1.526054,14,26
"кремль",0.297428,4,4
"крепость",1.564126,14,25
"кресло",1.278471,12,17
"крест",0.847492,8,12
"крестьянин",0.64561,6,10
"крещение",0.22806,4,4
"кривотолки",0.020121,2,2
"кризис",2.178358,21,30
"криминал",2.46787,47,47
"кринж",0.013695,2,3
"криотерапия",0.012969,1,3
"крипов",0.016308,3,5
"крипова",0.013429,2,2
"криптовалюта",0.013429,2,2
"криптография",0.023386,2,2
"криптоплатформа",0.013429,2,2
"крипы",0.015939,3,4
"кристалл",0.180783,4,4
"кристен",0.013429,2,2
"критерий",1.582027,18,19
"критик",1.190488,12,15
"критика",3.250252,33,42
"критический момент",2.542567,2,2
"критичность",0.018331,2,3
"кришнаит",0.026167,1,2
"кроватка",0.458339,11,11
"кровать",2.973587,31,36
"кровка",0.012424,1,2
"кровоизлияние",0.026597,2,2
"кровообращение",0.42815,10,14
"кровоснабжение",0.030242,4,4
"кровотечение",0.100465,4,5
"кровоток",0.030079,3,3
"кровь",5.48245,44,91
"кровяное тельце",0.131013,1,2
"крой",0.100465,4,5
"крокодил",0.2617,6,8
"кролик",0.199676,3,4
"кроссворд",0.05873,4,4
"кроссовка",0.403641,10,13
"кроха",0.113848,2,2
"крошка",0.236551,4,4
"круглый стол",1.821408,4,4
"круговое движение",1.525586,2,2
"круговорот",0.157112,5,5
"кругозор",0.138084,5,5
"кружка",0.31746,5,5
"кружок",0.493116,6,7
"кружочек",0.216423,6,7
"круиз",0.061234,2,2
"круп",0.066351,2,2
"крупа",0.175378,3,3
"крупица",0.101943,3,3
"крупный план",3.202426,3,3
"крутка",0.012424,1,2
"крыжовник",0.020121,2,2
"крылечко",0.026167,1,2
"крыло",1.649062,18,20
"крыса",0.303334,5,6
"крыша",1.164555,13,13
"крышечка",0.038608,1,2
"крышка",0.861379,10,10
"крючок",0.902925,9,14
"кубик",0.734826,10,15
"кубометр",0.282582,2,5
"кудряшка",0.016802,2,2
"кузнечик",0.059198,2,4
"кузов",0.201941,3,3
"кукла",1.640381,10,39
"кукуруза",0.168851,4,4
"кулак",1.086538,13,13
"кулинария",0.282242,11,12
"кулиса",0.155417,3,3
"кулон",0.06647,3,3
"культ",0.23017,3,3
"культура",7.30908,74,93
"кумар",0.049354,7,7
"кумин",0.023386,2,2
"кумир",0.412667,6,7
"кунг",0.013086,2,2
"кунжут",0.02111,6,7
"кунцит",0.012424,1,2
"купа",0.021736,1,2
"купальник",0.193886,6,6
"купание",0.346499,8,14
"купе",0.158079,3,3
"купец",0.191864,3,3
"купленная вещь",2.979303,2,2
"куплет",0.1131,5,6
"купля",0.060716,2,2
"купол",0.231634,3,4
"купон",0.11602,3,3
"купюра",0.20389,4,4
"кур",0.058363,1,2
"курага",0.029756,2,2
"куратор",0.824578,10,10
"курдюк",0.012182,1,2
"курение",0.457278,6,6
"курилка",0.050457,2,2
"курица",1.146544,14,19
"куркума",0.060196,6,7
"курок",0.044296,3,3
"курорт",0.688062,8,8
"курс",12.752153,112,203
"курс доллара",3.411264,4,5
"курс рубля",3.217947,2,2
"курсант",0.103434,1,5
"куртка",0.495529,6,7
"курьер",0.112593,3,3
"курятина",0.017157,1,2
"кухня",3.091807,31,41
"кучка",0.190516,3,3
"куш",0.043882,2,2
"кция",0.013429,2,2
"кэмп",0.021855,4,4
"кэш",0.036033,2,2
"лабиринт",0.316117,5,6
"лаборатория",0.918938,11,13
"лава",0.097856,2,3
"лаванда",0.055728,4,4
"лавочка",0.242371,4,4
"лавр",0.055937,2,2
"лавра",0.094089,3,3
"лавровишня",0.012672,1,3
"лагерь",1.623348,15,22
"лагуна",0.061234,2,2
"лад",0.270607,4,4
"ладонь",1.866355,20,32
"ладошка",0.124562,4,5
"лазер",0.146791,4,4
"лай",0.086856,2,5
"лайк",0.811492,40,44
"лайка",0.062388,3,7
"лайм",0.094174,4,9
"лайнер",0.184278,3,3
"лайфстайл",0.013429,2,2
"лайфхак",0.050822,21,27
"лакомство",0.231335,7,7
"лактация",0.053389,3,3
"лактоза",0.016802,2,2
"лама",0.067851,4,4
"лампа",0.68893,6,14
"лампочка",0.352689,4,7
"ландшафтный дизайн",0.827193,2,2
"ланч",0.038002,2,3
"лапа",1.139184,14,15
"лапакюр",0.016857,4,4
"лапка",0.210922,4,4
"лапша",0.079568,2,2
"ласка",0.275626,5,7
"ласт",0.034599,1,2
"ласточка",0.075129,2,2
"латте",0.013429,2,2
"латук",0.015143,3,3
"лать",0.013429,2,2
"лаундж",0.016857,4,4
"лаунж",0.013429,2,2
"лаунчер",0.018399,4,6
"лауреат",1.006191,11,14
"лачуга",0.036771,4,4
"леау",0.013429,2,2
"лебедь",0.119509,2,2
"лев",0.313864,4,5
"левая часть",2.044976,1,2
"левый",0.124745,2,2
"легализация",0.121778,2,2
"легенда",2.61419,29,32
"легион",0.212316,5,7
"легкомыслие",0.060635,2,3
"леди",0.336343,4,5
"ледник",0.125946,3,3
"ледокол",0.068845,2,2
"лежащий в основе",2.731414,3,3
"лезвие",0.174082,5,5
"лейбл",0.278535,6,6
"лейкизм",0.012969,1,3
"лейкопластырь",0.012424,1,2
"лекарство",3.49654,31,54
"лексикон",0.044788,2,2
"лектор",0.283946,6,6
"лемонграсс",0.015939,3,4
"ленд",0.020562,1,2
"лендинг",0.018572,5,5
"ленивец",0.016802,1,4
"ленник",0.013429,2,2
"лента",2.537627,27,30
"леопард",0.248507,9,13
"лепесток",0.274887,3,5
"лепка",0.06296,2,2
"лес",8.484388,81,113
"леса",0.522247,6,6
"лесник",0.094527,3,3
"лесничество",0.295771,3,6
"лесной массив",1.196763,3,6
"лесной пожар",1.568641,4,6
"лесоруб",0.055233,1,5
"лестница",0.851205,9,10
"летательный аппарат",0.657723,2,3
"летающая тарелка",0.660213,2,2
"летие",0.227206,19,19
"летопись",0.154029,2,3
"летсплей",0.016857,4,4
"лечение",10.759146,76,207
"лечениеалкоголизм",0.054573,26,26
"лечениенаркомание",0.054573,26,26
"лечениенаркоманиивсанкт",0.054573,26,26
"лечениеотмефедрон",0.027144,10,10
"лещина",0.015891,1,3
"лея",0.023386,2,2
"ливень",0.106945,2,2
"лига",1.403047,17,23
"лид",0.013429,2,2
"лидер",5.528183,62,72
"лидерство",0.190559,3,3
"лидмагнит",0.013429,2,2
"лизинг",0.328187,3,10
"ликвидация",1.707973,15,25
"ликёр",0.141764,7,7
"лимит",0.767044,8,13
"лимон",2.173373,19,46
"лимонад",0.071739,3,5
"лимфа",0.026662,4,6
"лимфодренаж",0.014199,1,6
"лимфопротектор",0.012969,1,3
"лимфостимулятор",0.014019,1,6
"лимфостимуляция",0.012061,1,2
"лимфотка",0.012424,1,2
"лимфоток",0.014199,2,3
"лимфоузел",0.023172,3,5
"лингвист",0.339635,7,11
"линейка",0.842467,11,11
"линия",5.833733,59,74
"линька",0.030219,5,8
"линёк",0.014757,3,3
"липа",0.195377,4,9
"липид",0.013086,2,2
"липосакция",0.015891,1,3
"лирика",0.079568,2,2
"лисица",0.122999,6,10
"лисичка",0.021736,1,2
"лист",7.715939,68,113
"листва",0.135522,2,2
"листинг",0.088021,2,3
"листок",0.465274,7,8
"листочек",0.406935,5,8
"лисёнок",0.017498,2,3
"лит",0.032864,2,2
"литература",2.114408,23,26
"литография",0.029756,2,2
